file,duration_s,pump_start_s,pump_end_s,pump_duration_s,motion_mean,motion_std,motion_max,motion_sum,motion_first,motion_last,motion_skewness,motion_kurtosis,motion_rms,motion_peak_count,motion_slope_start,motion_slope_end,motion_slope_start_norm,motion_slope_end_norm,motion_median,motion_iqr,motion_mean_abs_diff,motion_roll_slope_mean,motion_roll_slope_std,motion_roll_slope_max,motion_roll_slope_min,motion_roll_slope_last,motion_autocorr_lag1,motion_autocorr_lag2,motion_autocorr_lag3,motion_cv,motion_entropy,peak_interval_mean,start_var,end_var,spectral_centroid,spectral_bandwidth,brightness_mean,brightness_std,brightness_slope,motion_energy,motion_power,peak_mean_height,peak_std_height,peak_max_height,year,month,day,hour,minute,weekday,anomaly_score
20251111_020128.mp4,0.2100624013020265,9.7,47.2,0.432916476159766,0.0802673832715743,-0.1980485155852774,-0.2335994526346954,1.3690302362702345,-0.6676648863633118,-0.1396540690505357,-0.5360968477665647,-0.2672558549339831,-0.1196107412232288,0.365048358663849,0.1077231139562663,-0.1250082353959008,0.1404339779148989,-0.1640561909897029,1.1831099243451066,-0.2479142330821618,-0.1841575374155617,0.1378512540242789,-0.1887081939758268,-0.0279349814365288,0.1624730924436107,-0.5966153233287467,0.540869577376648,-0.2005395974959912,-0.6952067044100851,-0.5035011875102455,0.475861562621425,-0.2282545418584228,-0.1534187179148727,-0.1275284628153002,-2.0085182916118995,-0.7203817195924428,-0.5068510310309415,-0.2832229104307509,0.043624348957548,56097044135.0,49819755.004440494,8263.848484848484,623.8596564793662,9012.0,2025,11,11,2,1,1,-0.10800642856650677
20251111_052707.mp4,0.2237722584194992,9.8,47.4,0.440989780464833,0.1883968576821772,-0.1766014372582765,-0.2193695085401422,1.97996088247244,-0.0475488672250373,-0.1288765088054186,-0.4923389295147826,-0.2961432711907255,-0.0813018792704759,0.4169581459654021,0.1068532363937338,-0.1250365281697637,0.136064003495965,-0.1648469459842144,1.795815490845222,0.7476581595072159,-0.112494290567386,0.112965691350669,-0.1605218819649344,0.0520590979203359,0.1341157367568737,-0.9589988906745756,0.1263757909605091,-0.4960908766958918,-0.4815145958540717,-0.4637096462687543,0.4679665574294508,-0.2535015251676775,-0.1526146346142943,0.0781076627390255,-1.330821619106041,-0.2771475323656347,-0.3836528534923725,-0.2830703939992949,0.0439978112927519,83134347619.0,73635383.18777679,10608.263940520446,902.1057733138518,11460.0,2025,11,11,5,27,1,-0.10085448346205161
20251111_085246.mp4,0.21397950333559,9.7,47.333333333333336,0.4436808818998551,0.2066337228090625,-0.1800102804855443,-0.2187475297745715,2.0156581330812497,-0.3543658523039048,-0.1317388668209878,-0.5222104789117576,-0.2834248641277554,-0.076463001327159,0.448104018346334,0.1086536131128218,-0.1250569883215724,0.1377308431103806,-0.165478907993985,1.8133815030265803,0.498092636934155,-0.1256611388146954,0.124181462040443,-0.1576252894772686,0.0974860013721466,0.0636724903604699,-1.8592053558524768,0.2783002455525952,-0.410542870260952,-0.1878532626592175,-0.4774471093468725,0.4718933629612412,-0.2692921775244922,-0.1530697290073317,0.0811157609178648,-1.519399497387016,-0.5673345636157595,-0.3197462437813294,-0.2787138795525538,0.0442423201143251,86980046050.0,76973492.07964602,10667.04044117647,879.8181349406215,11567.0,2025,11,11,8,52,1,-0.07244798591726492
20251111_121825.mp4,0.2198551563859357,9.766666666666667,47.333333333333336,0.4382986790298108,0.0758635639987014,-0.1980187856837103,-0.2275656773200932,1.349882590386447,-0.2359604242593841,-0.1299809556281463,-0.5260364190000253,-0.2690941723734078,-0.1209836710295595,1.5155768844154742,0.1025584314446893,-0.1250143815686043,0.1334334031233661,-0.16431445961948,1.1769866956980095,-0.7195719374061531,-0.1728849702604401,0.118848107247665,-0.1950825552907256,-0.0273021719360246,0.1480999547783851,-0.7802921427972579,-1.2745249917318775,0.9573652357342334,-1.0750357586937107,-0.5023962328059081,0.476723617311395,-0.7364164085603725,-0.153375316314676,-0.1367786696250116,-0.2587781504929788,2.0004029467113646,-0.3619842230319245,-0.2782592141827221,0.0436930994621886,55331021913.0,49052324.390957445,8071.525641025641,717.4635079500376,10050.0,2025,11,11,12,18,1,-0.06063802361095416
20251111_154404.mp4,0.21397950333559,9.533333333333331,47.23333333333333,0.4490630847698999,0.0286744764369951,-0.1982963268258097,-0.2320183477353006,1.0967691032520197,-0.5155528036199859,-0.1429029834540595,-0.4439142542153571,-0.2587110545503066,-0.1357825867494826,1.4343899770758446,0.1096394433316261,-0.1250482578534028,0.1452424800262117,-0.1659311125977707,0.8813495625803714,-0.552426437299484,-0.1761144893991441,0.1374651591094913,-0.1819089684599894,-0.1079965788457064,0.0676297125495282,-1.8086353270566775,-0.6799354371634584,0.8252123927237965,-0.7322000481857482,-0.4915329639322888,0.4763412377518429,-0.6663674813419836,-0.1534187420355868,-0.0619603439793062,-0.7820640908834021,1.2676895976804232,-0.491642849530024,-0.2822430648924413,0.0437349046064908,46591183695.0,41158289.48321555,7592.637602179837,827.5548810815388,9284.0,2025,11,11,15,44,1,-0.06750850997014884
20251111_190943.mp4,0.2178966053691539,9.666666666666666,47.266666666666666,0.440989780464833,0.1687110218488487,-0.1932557632075708,-0.2243918417499845,1.8702061748288472,-0.3841832776143863,-0.1229493108567804,-0.6160517228493513,-0.2545139779460856,-0.0910129169899604,0.4169581459654021,0.1058098982349407,-0.1250426532872416,0.1355229301255692,-0.1651393150674743,1.7475950652493355,-0.1952730066117856,-0.1718917380212632,0.1175269185528309,-0.1856837746821228,-0.0002832386956663,0.1322900663183769,-0.9823294498990988,-0.0008092625756476,-0.0764445898492352,-0.6731576449591032,-0.5046368565831554,0.4770896993978173,-0.2535015251676775,-0.1528394810257369,-0.0284637029631723,-1.3109104098821895,0.4837331728050782,-0.5137397234343812,-0.2735380930102893,0.0446312171869031,75823036762.0,67159465.68821967,9405.903345724908,557.1705987934125,10596.0,2025,11,11,19,9,1,-0.0985373698011004
20251111_223522.mp4,0.21397950333559,9.7,47.23333333333333,0.4356075775947881,0.1696679199684533,-0.1906135206939524,-0.2214505216062574,1.869274932665557,-0.2299105118775473,-0.1274407279358727,-0.5973061887829068,-0.2662504173452244,-0.0902134993905416,0.4065761885050915,0.1080623955796811,-0.1250101008927963,0.1381226564103401,-0.1639977826145186,1.7104729915763115,-0.1341784445038308,-0.1585593912497207,0.1362134106078542,-0.1842633109391037,-0.0148485360828815,0.1628641232313499,-0.5916182730618471,0.0435567778510179,-0.3112763291944964,-0.368749148202095,-0.4993869370139432,0.4753576117205106,-0.2546105858480668,-0.1527720684260161,-0.0619922308116774,-1.2941148348794436,0.1147971455178378,-0.5644819766609787,-0.2842494221103317,0.0436309918765577,76276836074.0,67681309.73735581,9682.09328358209,504.0061695159233,11102.0,2025,11,11,22,35,1,-0.11065758136210174
20251114_163741.mp4,-1.9110483498727275,2.966666666666667,13.8,-1.7199646718580597,0.6103676998916197,1.3456277967168442,3.929403244386532,0.0691149797883613,-0.0950838930823266,-0.1425532419601957,2.1910513148107795,1.6378283623154537,1.2520506762573334,-2.0435657721282188,-0.3694532723336429,-0.1280674164798599,0.0484117875746805,-0.177523751727286,-1.566985141782207,-0.6959410218738309,0.1978137758540983,-0.4327416755832871,8.024597434886061,9.496670157449865,-7.94869077757431,0.5431437963356672,2.349690550745661,2.5208063593620595,2.444041334778501,2.0680616591270917,-1.6314126222981942,1.9834535662917527,-0.1513228314586415,-0.2697274757035137,0.7490615767790184,0.5708595457408511,1.9150759333024248,3.204402117488745,0.1563185250628669,1236323468779.0,3792403278.46319,45664.875,138357.48000735044,725180.0,2025,11,14,16,37,4,0.13617117676123558
20251114_190823.mp4,0.1493473197817881,8.533333333333333,46.23333333333333,0.4490630847698999,-0.1475908864322941,-0.1886844788042477,-0.2447369415583735,0.1114230928410234,-0.6810611209230933,-0.1287384529525777,-0.4505688827408499,-0.3063730508808135,-0.1867352264953196,0.3442844437432277,0.0970320677279933,-0.1250012286586309,0.1284247446151357,-0.1641267800681026,0.1503891428332007,0.3474695655736625,-0.1467848621507725,0.1001175641094131,-0.1848312248523509,-0.1107431167594348,0.1802768391494396,-0.2937527098518797,-0.2002071856625308,-0.4466130161690518,-0.840716383885761,-0.3608214932393897,0.4292393091886336,-0.2133593391736028,-0.1534886327377042,-0.1537140833155952,0.5397549104762438,0.1338426413516073,0.3673535176454496,-0.2858295565650005,0.0439470757974511,21816827099.0,19272815.458480567,5934.67175572519,440.1304966572495,7096.0,2025,11,14,19,8,4,-0.1659470157710251
20251114_223401.mp4,0.1943939931677713,9.2,46.9,0.4490630847698999,-0.1155363380168961,-0.1930540456256677,-0.2448997023568406,0.2906121341960203,-0.217378550515171,-0.1418537589724682,-0.5189497805894407,-0.296730787188141,-0.1787441761697946,0.4169581459654021,0.099970306584332,-0.1250007027489897,0.1339981547348971,-0.1640313854989243,0.3262406155420096,-0.1257251088662521,-0.1609904764068118,0.1079348424490918,-0.2008744357533561,-0.1941720047877892,0.1906613220367905,-0.2020791698024948,-0.4649199446832868,-0.2496593393457044,-0.6082246552515169,-0.4081691491927615,0.4497374799248425,-0.2493696293305065,-0.1533894295012003,-0.1376212708078093,0.042164027671318,0.7581148201379303,0.203340646022687,-0.2811222042577598,0.0436115683818187,25088195281.0,22162716.67932862,6005.055762081784,477.8560552404829,7068.0,2025,11,14,22,34,4,-0.1697063038965636
